,epoch,test_rmse,train_rmse
0,0,0.4317740499973297,0.5296799540519714
1,1,0.42307916283607483,0.43360012769699097
2,2,0.3561875820159912,0.43198272585868835
3,3,0.3104166090488434,0.3592373728752136
4,4,0.2790614068508148,0.30673715472221375
5,5,0.2939704954624176,0.27673912048339844
6,6,0.29381710290908813,0.29831671714782715
7,7,0.2850360870361328,0.3065716624259949
8,8,0.27398815751075745,0.28488799929618835
9,9,0.2782451808452606,0.2747212052345276
10,10,0.2795328199863434,0.27593472599983215
11,11,0.2780502736568451,0.2748596668243408
12,12,0.2759090065956116,0.27467289566993713
13,13,0.2743632197380066,0.2729297876358032
14,14,0.27391892671585083,0.2719324231147766
15,15,0.27294108271598816,0.2725573480129242
16,16,0.27347415685653687,0.2707595229148865
17,17,0.2740515470504761,0.2696542739868164
18,18,0.2739301323890686,0.2704915702342987
19,19,0.27326345443725586,0.2692320644855499
20,20,0.27226120233535767,0.26830410957336426
21,21,0.27123987674713135,0.26642218232154846
22,22,0.26985791325569153,0.2656520903110504
23,23,0.2688993513584137,0.26450487971305847
24,24,0.268205463886261,0.26416558027267456
25,25,0.2680577337741852,0.2639883756637573
26,26,0.26864179968833923,0.26212918758392334
27,27,0.26840639114379883,0.2619701623916626
28,28,0.2639484703540802,0.2623768150806427
29,29,0.26388975977897644,0.25912073254585266
30,30,0.2622608542442322,0.25751760601997375
31,31,0.26110923290252686,0.2573477625846863
32,32,0.2611905634403229,0.25373896956443787
33,33,0.2616880536079407,0.2521146833896637
34,34,0.26326027512550354,0.25409194827079773
35,35,0.2638487219810486,0.2547863721847534
36,36,0.26491713523864746,0.25114792585372925
37,37,0.2654104232788086,0.2517082989215851
38,38,0.266358345746994,0.24934622645378113
39,39,0.2661684453487396,0.249551922082901
40,40,0.2645902931690216,0.24905972182750702
41,41,0.26281923055648804,0.24759764969348907
42,42,0.26241564750671387,0.24519407749176025
43,43,0.2615220248699188,0.24811947345733643
44,44,0.2608543038368225,0.24169106781482697
45,45,0.26650750637054443,0.2434922754764557
46,46,0.2726147770881653,0.2421925961971283
47,47,0.27256882190704346,0.2407793402671814
48,48,0.2731330692768097,0.24539585411548615
49,49,0.27248454093933105,0.24290640652179718
50,50,0.2656247615814209,0.2437921166419983
51,51,0.2631218731403351,0.24000778794288635
52,52,0.26504868268966675,0.24227654933929443
53,53,0.2641892433166504,0.2432425171136856
54,54,0.2666858732700348,0.23956535756587982
55,55,0.26144734025001526,0.24303679168224335
56,56,0.258452832698822,0.23666571080684662
57,57,0.2594543695449829,0.23873737454414368
58,58,0.2630830705165863,0.2411118447780609
59,59,0.26855921745300293,0.24314497411251068
60,60,0.26386013627052307,0.24389219284057617
61,61,0.2642629146575928,0.2399936467409134
62,62,0.2659737169742584,0.2370489537715912
63,63,0.2661789357662201,0.2359575480222702
64,64,0.26445654034614563,0.23956593871116638
65,65,0.26248854398727417,0.24281224608421326
66,66,0.2606743276119232,0.23952822387218475
67,67,0.2605772912502289,0.23574548959732056
68,68,0.260468989610672,0.23877567052841187
69,69,0.2620324194431305,0.23795044422149658
70,70,0.26321783661842346,0.23470529913902283
71,71,0.26097744703292847,0.23787753283977509
72,72,0.26146435737609863,0.2346542477607727
73,73,0.26066726446151733,0.23620139062404633
74,74,0.2563343644142151,0.23311500251293182
75,75,0.2540378272533417,0.23280958831310272
76,76,0.2520551383495331,0.23052668571472168
77,77,0.2505781054496765,0.23186568915843964
78,78,0.2562352418899536,0.22999775409698486
79,79,0.25471433997154236,0.23191159963607788
80,80,0.25237205624580383,0.23196198046207428
81,81,0.2525138854980469,0.23104122281074524
82,82,0.2535744309425354,0.23181822896003723
83,83,0.25125065445899963,0.2329280972480774
84,84,0.250508576631546,0.23280104994773865
85,85,0.25096452236175537,0.2295948565006256
86,86,0.24985383450984955,0.23112007975578308
87,87,0.2532961368560791,0.22965006530284882
88,88,0.2548638582229614,0.22830399870872498
89,89,0.2533630430698395,0.23020532727241516
90,90,0.25203680992126465,0.23130643367767334
91,91,0.2529293894767761,0.2275882214307785
92,92,0.25312337279319763,0.2260899394750595
93,93,0.25384044647216797,0.22628214955329895
94,94,0.2550854980945587,0.23038646578788757
95,95,0.25570613145828247,0.2266080528497696
96,96,0.2563587725162506,0.22207239270210266
97,97,0.26056164503097534,0.225075364112854
98,98,0.25769272446632385,0.22661863267421722
99,99,0.2556270658969879,0.22367478907108307
100,100,0.25392529368400574,0.22509193420410156
101,101,0.25359803438186646,0.22460485994815826
102,102,0.25371071696281433,0.2228538691997528
103,103,0.25388801097869873,0.22374272346496582
104,104,0.25290125608444214,0.22557690739631653
105,105,0.2534126341342926,0.2225467562675476
106,106,0.2540688216686249,0.22632165253162384
107,107,0.252793550491333,0.22894540429115295
108,108,0.2506643533706665,0.22262470424175262
109,109,0.24967782199382782,0.2217079997062683
110,110,0.24986055493354797,0.2256954163312912
111,111,0.25236934423446655,0.22605064511299133
112,112,0.24867410957813263,0.22463831305503845
113,113,0.24739007651805878,0.22425448894500732
114,114,0.24902431666851044,0.22727848589420319
115,115,0.24759811162948608,0.22439980506896973
116,116,0.2470466047525406,0.22328244149684906
117,117,0.24747803807258606,0.22064900398254395
118,118,0.24783898890018463,0.22501355409622192
119,119,0.24867157638072968,0.22507064044475555
120,120,0.24700690805912018,0.22173462808132172
121,121,0.24509358406066895,0.2245413362979889
122,122,0.2450195550918579,0.22469232976436615
123,123,0.24485783278942108,0.2210899293422699
124,124,0.24363425374031067,0.22350089251995087
125,125,0.2458576261997223,0.2222754806280136
126,126,0.24571247398853302,0.22391925752162933
127,127,0.25134897232055664,0.22182442247867584
128,128,0.24790194630622864,0.2217889130115509
129,129,0.24742448329925537,0.22197601199150085
130,130,0.2525283396244049,0.2233460694551468
131,131,0.2543207108974457,0.22389166057109833
132,132,0.25586941838264465,0.22283965349197388
133,133,0.25542306900024414,0.2248101681470871
134,134,0.2516322433948517,0.2212134450674057
135,135,0.24827973544597626,0.22316843271255493
136,136,0.24618926644325256,0.22560305893421173
137,137,0.24443325400352478,0.2241235226392746
138,138,0.24483799934387207,0.22220538556575775
139,139,0.24545559287071228,0.22276589274406433
140,140,0.24591735005378723,0.22668445110321045
141,141,0.24530835449695587,0.22231198847293854
142,142,0.24546341598033905,0.2233991175889969
143,143,0.24780218303203583,0.22209468483924866
144,144,0.25125038623809814,0.22139757871627808
145,145,0.2506157159805298,0.22036565840244293
146,146,0.2502982020378113,0.22107210755348206
147,147,0.24815931916236877,0.22453397512435913
148,148,0.24661977589130402,0.22553694248199463
149,149,0.2461555004119873,0.21905754506587982
150,150,0.2489781379699707,0.21666750311851501
151,151,0.25033918023109436,0.21863716840744019
152,152,0.2538115382194519,0.21946263313293457
153,153,0.2550240755081177,0.2215743064880371
154,154,0.2519599497318268,0.2219739556312561
155,155,0.2515339255332947,0.21914629638195038
156,156,0.25250765681266785,0.2249455451965332
157,157,0.2542019188404083,0.21973073482513428
158,158,0.25380969047546387,0.21839725971221924
159,159,0.25713151693344116,0.21974901854991913
160,160,0.2573048174381256,0.2192140370607376
161,161,0.253494530916214,0.22184637188911438
162,162,0.2536161243915558,0.21657845377922058
163,163,0.2540600001811981,0.2225041389465332
164,164,0.25116074085235596,0.21975722908973694
165,165,0.2486705631017685,0.22067727148532867
166,166,0.2513584494590759,0.22091755270957947
167,167,0.25309890508651733,0.21796287596225739
168,168,0.25348231196403503,0.2217477560043335
169,169,0.25207090377807617,0.21919408440589905
170,170,0.24975919723510742,0.2219645380973816
171,171,0.24856938421726227,0.22232116758823395
172,172,0.25042131543159485,0.22168830037117004
173,173,0.25066372752189636,0.2188672125339508
174,174,0.2521986663341522,0.2232828289270401
175,175,0.25180327892303467,0.22089175879955292
176,176,0.24921414256095886,0.22180040180683136
177,177,0.247087761759758,0.223609060049057
178,178,0.24755799770355225,0.2243322879076004
179,179,0.24776719510555267,0.21992506086826324
180,180,0.24947068095207214,0.22009852528572083
181,181,0.2514401376247406,0.2212034910917282
182,182,0.24757970869541168,0.21988874673843384
183,183,0.24706877768039703,0.21823233366012573
184,184,0.24409028887748718,0.22562046349048615
185,185,0.2433575987815857,0.21880242228507996
186,186,0.24625663459300995,0.2210218757390976
187,187,0.24523349106311798,0.21549685299396515
188,188,0.24284937977790833,0.2171221226453781
189,189,0.24095837771892548,0.2219858318567276
190,190,0.24147744476795197,0.2176353633403778
191,191,0.24372027814388275,0.2219632863998413
192,192,0.24722567200660706,0.2200794816017151
193,193,0.2502944767475128,0.2199217826128006
194,194,0.2524721324443817,0.21897783875465393
195,195,0.2528127431869507,0.22089940309524536
196,196,0.2529345452785492,0.21966496109962463
197,197,0.2519584596157074,0.22055530548095703
198,198,0.2526242733001709,0.22412517666816711
199,199,0.25478488206863403,0.2226731926202774
200,200,0.2573916018009186,0.22351013123989105
201,201,0.2631562650203705,0.2248592972755432
202,202,0.26422157883644104,0.22131957113742828
203,203,0.2612467110157013,0.22371889650821686
204,204,0.26151299476623535,0.22458963096141815
205,205,0.26159387826919556,0.22537674009799957
206,206,0.2630423605442047,0.22522856295108795
207,207,0.2628217935562134,0.221536323428154
208,208,0.262300580739975,0.22084634006023407
209,209,0.26294711232185364,0.2156866490840912
210,210,0.26224181056022644,0.22299663722515106
211,211,0.258574903011322,0.2233266681432724
212,212,0.25976380705833435,0.2198953628540039
213,213,0.25969237089157104,0.218354269862175
214,214,0.2627447545528412,0.21872365474700928
215,215,0.26196426153182983,0.21819591522216797
216,216,0.2561652362346649,0.21900145709514618
217,217,0.2511611878871918,0.22022950649261475
218,218,0.2503029704093933,0.221687912940979
219,219,0.246408149600029,0.22052891552448273
220,220,0.24815046787261963,0.2223939448595047
221,221,0.25065168738365173,0.22331546247005463
222,222,0.2506982088088989,0.22146935760974884
223,223,0.25202175974845886,0.2175569236278534
224,224,0.2502870559692383,0.22089259326457977
225,225,0.24900510907173157,0.21920821070671082
226,226,0.24784575402736664,0.2233070731163025
227,227,0.24749639630317688,0.21718093752861023
228,228,0.24679312109947205,0.22400957345962524
229,229,0.24615080654621124,0.22095629572868347
230,230,0.2474154680967331,0.22140316665172577
231,231,0.24837486445903778,0.2216363400220871
232,232,0.25009194016456604,0.22016789019107819
233,233,0.25249677896499634,0.22113803029060364
234,234,0.2520568072795868,0.21955053508281708
235,235,0.2543582022190094,0.22182415425777435
236,236,0.25419363379478455,0.21967488527297974
237,237,0.25432974100112915,0.21842338144779205
238,238,0.25323426723480225,0.21909883618354797
239,239,0.2505897581577301,0.22368326783180237
240,240,0.2466677874326706,0.21986611187458038
241,241,0.24419637024402618,0.2249220907688141
242,242,0.24330374598503113,0.2193998396396637
243,243,0.24418777227401733,0.21808406710624695
244,244,0.24573150277137756,0.21977634727954865
245,245,0.24619977176189423,0.22075007855892181
246,246,0.2480165958404541,0.22431904077529907
247,247,0.25043925642967224,0.22127103805541992
248,248,0.25326889753341675,0.21986210346221924
249,249,0.255872517824173,0.22085005044937134
250,250,0.26112473011016846,0.22000658512115479
251,251,0.2572868764400482,0.21544142067432404
252,252,0.2557096481323242,0.21963991224765778
253,253,0.24940499663352966,0.21641182899475098
254,254,0.250092089176178,0.21657291054725647
255,255,0.25167006254196167,0.21742628514766693
256,256,0.2473846971988678,0.21271254122257233
257,257,0.24797973036766052,0.2176024317741394
258,258,0.25036582350730896,0.21574543416500092
259,259,0.25206509232521057,0.21742646396160126
260,260,0.25319355726242065,0.2186989039182663
261,261,0.25239884853363037,0.22196324169635773
262,262,0.25132110714912415,0.22011753916740417
263,263,0.25243300199508667,0.21941140294075012
264,264,0.2551023066043854,0.21776096522808075
265,265,0.25302010774612427,0.21916456520557404
266,266,0.2535770535469055,0.21866188943386078
267,267,0.25043416023254395,0.22137124836444855
268,268,0.2511257529258728,0.21925371885299683
269,269,0.2528557777404785,0.21946930885314941
270,270,0.2546389102935791,0.2162889838218689
271,271,0.25165799260139465,0.21689023077487946
272,272,0.25172439217567444,0.2176835983991623
273,273,0.2494518905878067,0.22085125744342804
274,274,0.2476632446050644,0.21690164506435394
275,275,0.24517881870269775,0.21499517560005188
276,276,0.24527031183242798,0.21534965932369232
277,277,0.24433082342147827,0.21648262441158295
278,278,0.2408502846956253,0.21467740833759308
279,279,0.2399870604276657,0.21471652388572693
280,280,0.24034054577350616,0.2128046154975891
281,281,0.2477772831916809,0.2166978269815445
282,282,0.24946340918540955,0.2162843644618988
283,283,0.2508198916912079,0.2115994095802307
284,284,0.25048452615737915,0.2166886329650879
285,285,0.25422340631484985,0.21675214171409607
286,286,0.2534944415092468,0.21396778523921967
287,287,0.2511734664440155,0.2126755267381668
288,288,0.25189855694770813,0.2131303995847702
289,289,0.24843312799930573,0.21271714568138123
290,290,0.24746184051036835,0.21395672857761383
291,291,0.2490905523300171,0.21425186097621918
292,292,0.25004661083221436,0.21342213451862335
293,293,0.24911664426326752,0.2124480903148651
294,294,0.24928098917007446,0.20968413352966309
295,295,0.2470606118440628,0.21292874217033386
296,296,0.24530814588069916,0.212251216173172
297,297,0.24356625974178314,0.2112753987312317
298,298,0.24308519065380096,0.20996059477329254
299,299,0.2420516014099121,0.21050754189491272
300,300,0.24026814103126526,0.21349216997623444
301,301,0.24045157432556152,0.21462084352970123
302,302,0.2448769211769104,0.20673871040344238
303,303,0.2489941418170929,0.20629854500293732
304,304,0.2495971918106079,0.21096810698509216
305,305,0.25002115964889526,0.20899294316768646
306,306,0.24943877756595612,0.20824839174747467
307,307,0.2481551617383957,0.21203958988189697
308,308,0.24612031877040863,0.20915088057518005
309,309,0.2448350340127945,0.21059465408325195
310,310,0.24367040395736694,0.21013705432415009
311,311,0.2424239218235016,0.21252737939357758
312,312,0.24186964333057404,0.21439626812934875
313,313,0.2432388961315155,0.21162952482700348
314,314,0.24631819128990173,0.21342656016349792
315,315,0.24490228295326233,0.21642419695854187
316,316,0.24453994631767273,0.21540552377700806
317,317,0.246652290225029,0.21307067573070526
318,318,0.24779066443443298,0.2183152437210083
319,319,0.2487184852361679,0.2144516557455063
320,320,0.24817810952663422,0.21814201772212982
321,321,0.25237542390823364,0.21652241051197052
322,322,0.2514849603176117,0.21444252133369446
323,323,0.24927955865859985,0.21498343348503113
324,324,0.24798381328582764,0.21316410601139069
325,325,0.24811482429504395,0.21485762298107147
326,326,0.24905908107757568,0.21515081822872162
327,327,0.251839280128479,0.21964550018310547
328,328,0.25065743923187256,0.2160608023405075
329,329,0.24936433136463165,0.21584050357341766
330,330,0.24912118911743164,0.21259526908397675
331,331,0.2483738213777542,0.2169467806816101
332,332,0.25059664249420166,0.2130751609802246
333,333,0.2472589910030365,0.2149592638015747
334,334,0.24963966012001038,0.21498027443885803
335,335,0.2486700713634491,0.21614031493663788
336,336,0.24616333842277527,0.2197648286819458
337,337,0.24648791551589966,0.21487249433994293
338,338,0.2450065016746521,0.22022973001003265
339,339,0.24358543753623962,0.21563243865966797
340,340,0.24511772394180298,0.21540991961956024
341,341,0.24594269692897797,0.21756960451602936
342,342,0.24866925179958344,0.21570716798305511
343,343,0.2486611157655716,0.2163788229227066
344,344,0.24826392531394958,0.21714121103286743
345,345,0.24389293789863586,0.21728353202342987
346,346,0.24580468237400055,0.21600565314292908
347,347,0.24731604754924774,0.214153453707695
348,348,0.24620676040649414,0.217848002910614
349,349,0.2464924156665802,0.21652019023895264
350,350,0.24413491785526276,0.2184360772371292
351,351,0.24642737209796906,0.21494345366954803
352,352,0.24972566962242126,0.22067326307296753
353,353,0.2516724467277527,0.21445171535015106
354,354,0.2515435516834259,0.21679970622062683
355,355,0.25171032547950745,0.21887949109077454
356,356,0.2531788647174835,0.2178845852613449
357,357,0.2554910182952881,0.21474096179008484
358,358,0.2536972463130951,0.2144162803888321
359,359,0.25334739685058594,0.21060672402381897
360,360,0.25217339396476746,0.2086290717124939
361,361,0.2517954409122467,0.21914765238761902
362,362,0.24942371249198914,0.21186524629592896
363,363,0.24415792524814606,0.2132720947265625
364,364,0.24516861140727997,0.2139328569173813
365,365,0.2463228851556778,0.21756882965564728
366,366,0.2467688024044037,0.22263532876968384
367,367,0.24375393986701965,0.21550887823104858
368,368,0.24365992844104767,0.21006567776203156
369,369,0.2505059838294983,0.2150365561246872
370,370,0.25310036540031433,0.21371027827262878
371,371,0.25394195318222046,0.21223744750022888
372,372,0.2570136785507202,0.22021563351154327
373,373,0.2576843202114105,0.21586614847183228
374,374,0.2559003233909607,0.2206677794456482
375,375,0.2601601183414459,0.2185322344303131
376,376,0.2599765360355377,0.20978032052516937
377,377,0.26208966970443726,0.21628133952617645
378,378,0.26490041613578796,0.20854142308235168
379,379,0.2637022137641907,0.21568670868873596
380,380,0.2625797688961029,0.2177743911743164
381,381,0.2606920301914215,0.21472106873989105
382,382,0.2595982551574707,0.21549171209335327
383,383,0.2586797773838043,0.21239805221557617
384,384,0.25791141390800476,0.2190503180027008
385,385,0.2589479088783264,0.21599428355693817
386,386,0.2591003477573395,0.2143985480070114
387,387,0.2654575705528259,0.21131053566932678
388,388,0.2664792239665985,0.21570086479187012
389,389,0.2644791007041931,0.21143315732479095
390,390,0.2596292197704315,0.21096959710121155
391,391,0.2570933997631073,0.21232013404369354
392,392,0.25652578473091125,0.21381816267967224
393,393,0.2572489380836487,0.21291328966617584
394,394,0.2580382823944092,0.20791885256767273
395,395,0.2598801553249359,0.21755445003509521
396,396,0.25879085063934326,0.2162608802318573
397,397,0.2599838674068451,0.21387434005737305
398,398,0.2500767111778259,0.21133239567279816
399,399,0.24407292902469635,0.21223998069763184
400,400,0.24663151800632477,0.21188095211982727
401,401,0.24646559357643127,0.21249064803123474
402,402,0.2499169409275055,0.21186254918575287
403,403,0.24822308123111725,0.21063204109668732
404,404,0.24539177119731903,0.21285246312618256
405,405,0.24592675268650055,0.21280290186405182
406,406,0.24706411361694336,0.21125280857086182
407,407,0.2564381957054138,0.2116488218307495
408,408,0.25019705295562744,0.20848001539707184
409,409,0.25192373991012573,0.21251291036605835
410,410,0.2540995180606842,0.21358712017536163
411,411,0.25323522090911865,0.21063660085201263
412,412,0.2502509355545044,0.21368370950222015
413,413,0.24982692301273346,0.2159365862607956
414,414,0.2486303746700287,0.2096540927886963
415,415,0.24804501235485077,0.2125372290611267
416,416,0.24660132825374603,0.20687374472618103
417,417,0.24564425647258759,0.20882391929626465
418,418,0.24665391445159912,0.21385572850704193
419,419,0.24823357164859772,0.20855897665023804
420,420,0.24906638264656067,0.2103055715560913
421,421,0.2479282021522522,0.2079204022884369
422,422,0.2441330999135971,0.21620811522006989
423,423,0.24413791298866272,0.21085622906684875
424,424,0.24339905381202698,0.21249200403690338
425,425,0.24575382471084595,0.2087051123380661
426,426,0.2464231550693512,0.21196375787258148
427,427,0.24083198606967926,0.21255989372730255
428,428,0.24755579233169556,0.21224188804626465
429,429,0.2518845796585083,0.21170982718467712
430,430,0.25191178917884827,0.2120426744222641
431,431,0.25067731738090515,0.21534764766693115
432,432,0.2605075538158417,0.21666929125785828
433,433,0.25288140773773193,0.21331985294818878
434,434,0.24841377139091492,0.21700333058834076
435,435,0.250455766916275,0.21666087210178375
436,436,0.25060415267944336,0.21271628141403198
437,437,0.24933239817619324,0.21937617659568787
438,438,0.24875269830226898,0.21892525255680084
439,439,0.24820733070373535,0.2211741954088211
440,440,0.24414853751659393,0.21797992289066315
441,441,0.24152344465255737,0.2194289118051529
442,442,0.24152307212352753,0.21653802692890167
443,443,0.24575483798980713,0.21814018487930298
444,444,0.24570155143737793,0.2198253870010376
445,445,0.24574419856071472,0.22065654397010803
446,446,0.2479538917541504,0.2186659723520279
447,447,0.24879832565784454,0.2240128368139267
448,448,0.24887393414974213,0.2192404866218567
449,449,0.2492499053478241,0.22076936066150665
450,450,0.248839870095253,0.22060678899288177
451,451,0.24989260733127594,0.21923844516277313
452,452,0.2490386962890625,0.2161129266023636
453,453,0.24639999866485596,0.2146027535200119
454,454,0.24537613987922668,0.21421511471271515
455,455,0.2421136051416397,0.21727074682712555
456,456,0.24053440988063812,0.2128426879644394
457,457,0.24348384141921997,0.2159736454486847
458,458,0.24464845657348633,0.21337172389030457
459,459,0.2478557974100113,0.2163068652153015
460,460,0.2469032108783722,0.21272309124469757
461,461,0.24739263951778412,0.21761278808116913
462,462,0.2458309382200241,0.21784715354442596
463,463,0.24688830971717834,0.2157019078731537
464,464,0.2536323368549347,0.21917656064033508
465,465,0.2549031674861908,0.22007763385772705
466,466,0.2564030587673187,0.22367219626903534
467,467,0.2585173547267914,0.2155734896659851
468,468,0.25125738978385925,0.21250620484352112
469,469,0.25199055671691895,0.21526695787906647
470,470,0.2541726231575012,0.21271362900733948
471,471,0.25199851393699646,0.22150318324565887
472,472,0.252629816532135,0.21393443644046783
473,473,0.25456860661506653,0.21832211315631866
474,474,0.2558706998825073,0.21688655018806458
475,475,0.2554455101490021,0.21725237369537354
476,476,0.2539269030094147,0.21561041474342346
477,477,0.2555200159549713,0.21365408599376678
478,478,0.2562623620033264,0.2151315063238144
479,479,0.2545367181301117,0.21981126070022583
480,480,0.25072911381721497,0.21352924406528473
481,481,0.2498936653137207,0.21269583702087402
482,482,0.26081040501594543,0.2148674577474594
483,483,0.26234421133995056,0.21205459535121918
484,484,0.261595755815506,0.21273896098136902
485,485,0.261984646320343,0.21063095331192017
486,486,0.26119449734687805,0.21695175766944885
487,487,0.2604825794696808,0.2135106921195984
488,488,0.26023608446121216,0.21708893775939941
489,489,0.25939249992370605,0.21404609084129333
490,490,0.25698617100715637,0.21400052309036255
491,491,0.25433456897735596,0.21140031516551971
492,492,0.253187358379364,0.2160571664571762
493,493,0.2501688301563263,0.21964433789253235
494,494,0.24451716244220734,0.21543921530246735
495,495,0.23999100923538208,0.21342509984970093
496,496,0.24169516563415527,0.2104375958442688
497,497,0.24227425456047058,0.21632549166679382
498,498,0.24084064364433289,0.21489259600639343
499,499,0.24688224494457245,0.21528775990009308
